Reference,Administrative divisions,Location,Epidemiological unit,Number of outbreaks,Start Date,End Date,State,Report,,State,Count of State
K/KP/2018/NOVEMBER/2 (1000108265),Kedah,"No. 28, Bt 23, Kg. Baru, Jalan Hosba, Padang Sera",Village,1,3/11/2018,4/2/2019,Sarawak,,,,
1751/18 (1000108261),Sarawak,Kampung Belimbing,Village,1,27/11/2018,27/2/2019,Sarawak,,,,
1666/18 (1000108028),Sarawak,"No. 304, Lot 3155, Taman Foong Joon, Matang",Village,1,13/11/2018,15/2/2019,Sarawak,,,,
1676/18 (1000108024),Sarawak,"No. 1120, RPR Batu 18, Jalan Kuching/Serian",Village,1,15/11/2018,15/2/2019,Sarawak,,,,
1315/18 (1000108034),Sarawak,"Kawasan Bandaraya Miri, Shin Yang Plywood, Kuala Baram",Village,1,25/9/2018,25/12/2018,Sarawak,,,,
1709/18 (1000108030),Sarawak,"Wet Market Bintangor, Maradong",Village,1,7/11/2018,7/2/2019,Sarawak,,,,
1708/18 (1000108029),Sarawak,"Wet Market Bintangor, Maradong",Village,1,7/11/2018,7/2/2019,Sarawak,,,,
1706/18 (1000108027),Sarawak,Klinik Kesihatan Julau,Village,1,24/10/2018,24/1/2019,Sarawak,,,,
1705/18 (1000108026),Sarawak,"No. 196, Jalan Jongkong",Village,1,17/10/2018,17/1/2019,Sarawak,,,,
1677/18 (1000108025),Sarawak,Kampung Sangkalan,Village,1,15/11/2018,15/2/2019,Sarawak,,,,
1675/18 (1000108023),Sarawak,"No. 4c, Lorong Permi Jaya 1c8",Village,1,11/11/2018,11/2/2019,Sarawak,,,,
1686/18 (1000108022),Sarawak,Kwsn Daerah Lubok Antu,Village,1,19/11/2018,19/2/2019,Sarawak,,,,
1664/18 (1000108021),Sarawak,Kwsn Flat Kediaman Sg. Plan,Village,1,12/11/2018,12/2/2019,Sarawak,,,,
1626/18 (1000108020),Sarawak,"Lot 98, Kg. Bakam, Lambir",Village,1,7/11/2018,7/2/2019,Sarawak,,,,
1654/18 (1000108018),Sarawak,"Kawasan Pejabat Veterinar Bhgn Miri, Jalan Beraya/Kejapil",Village,1,9/11/2018,9/2/2019,Sarawak,,,,
1313/18 (1000108017),Sarawak,"Kawasan Majlis Bandaraya Miri, Holiday Park, Jalan Am",Village,1,25/9/2018,25/12/2018,Sarawak,,,,
1618/18 (1000107284),Sarawak,Kawasan Pekan Sebauh,Village,1,5/11/2018,5/2/2019,Sarawak,,,,
1611/18 (1000107283),Sarawak,"Lrg. Bong A, Jalan Tebakang/Serian",Village,1,1/11/2018,1/2/2019,Sarawak,,,,
1604/18 (1000107282),Sarawak,Kawasan Kolej Vokasional Betong,Village,1,2/11/2018,2/2/2019,Sarawak,,,,
1579/18 (1000107281),Sarawak,"Kampung Long Miri, Telang Usan",Village,1,31/10/2018,31/12/2018,Sarawak,,,,
1578/18 (1000107280),Sarawak,"Kawasan Phase 3, RPR Kidurung",Village,1,8/10/2018,8/1/2019,Sarawak,,,,
1577/18 (1000107279),Sarawak,"Kawasan Hock Peng, Jalan Tanjung kidurung",Village,1,26/10/2018,26/1/2019,Sarawak,,,,
1576/18 (1000107278),Sarawak,Kawasan Flat Sungai Plan,Village,1,8/10/2018,8/1/2019,Sarawak,,,,
1485/18 (1000107275),Sarawak,"Kawasan Tanjung Manis, Majlis Dareah Matu Daro",Village,1,17/10/2018,17/1/2019,Sarawak,,,,
1459/18 (1000107274),Sarawak,"Kawasan Lamy Industry, Majlis Daerah Dalat",Village,1,16/10/2018,16/1/2019,Sarawak,,,,
1396/18 (1000107082),Sarawak,"No.7, Jalan Punam, Off Jalan Datuk Mohd Musa",Village,1,8/10/2018,8/1/2019,Sarawak,,,,
1412/18 (1000107080),Sarawak,Kawasan Pasar Emart,Village,1,4/10/2018,8/1/2019,Sarawak,,,,
1397/18 (1000107077),Sarawak,"Kawasan Taman Cengkih, Jalan Astana",Village,1,6/10/2018,8/1/2019,Sarawak,,,,
1507/18 (1000107085),Sarawak,"Kawasan KM 2, Jalan Kanowit / Durin",Village,1,22/10/2018,22/1/2019,Sarawak,,,,
1461/18 (1000107083),Sarawak,"Kawasan Dataran Pehin, Setiaraja, Majlis Daerah Dalat",Village,1,16/10/2018,16/1/2019,Sarawak,,,,
1519/18 (1000107078),Sarawak,Kawasan Fatma Cafe,Village,1,6/10/2018,6/1/2019,Sarawak,,,,
1393/18 (1000107076),Sarawak,"No.172A, Kampung Sagah, Jalan Sungai Tengah",Village,1,4/10/2018,4/1/2019,Sarawak,,,,
1424/18 (1000106802),Sarawak,Kawasan Jalan Foochow,Village,1,11/10/2018,16/1/2019,Sarawak,,,,
1475/18 (1000106801),Sarawak,"Lrg. 12B, Jalan Stakan",Village,1,16/10/2018,16/1/2019,Sarawak,,,,
1456/18 (1000106798),Sarawak,"Kawasan SJK Ming Chang, 96500 Bintangor",Village,1,4/10/2018,4/1/2019,Sarawak,,,,
1453/18 (1000106796),Sarawak,"Kawasan Pasar Bintangor, Jalan Wharf",Village,1,4/10/2018,4/1/2019,Sarawak,,,,
1450/18 (1000106795),Sarawak,"Kawasan Rh. Isa. Ng Belasai, Senggih, Pakan",Village,1,16/9/2018,16/12/2018,Sarawak,,,,
1285/18 (1000106353),Sarawak,"No. 2, Lorong 1, Taman Sin Sin, Jalan Singai Maong Hilir",Village,1,19/9/2018,19/12/2018,Sarawak,,,,
1268/18 (1000106351),Sarawak,Matang Jaya,Village,1,18/9/2018,19/12/2018,Sarawak,,,,
1278/18 (1000106352),Sarawak,"No. 5, Lorong 1B, Jalan Kwong Thiong, Taman Top Green Height",Village,1,19/9/2018,19/12/2018,Sarawak,,,,
1350/18 (1000106356),Sarawak,Taman Desa Wira,Village,1,30/9/2018,30/12/2018,Sarawak,,,,
1288/18 (1000106354),Sarawak,"Batu 7, Jalan Penrissen",Village,1,21/9/2018,30/12/2018,Sarawak,,,,
1326/18 (1000106350),Sarawak,Kawasan Matang Jaya,Village,1,27/9/2018,30/12/2018,Sarawak,,,,
1323/18 (1000106348),Sarawak,"No. 96, Kpg Sinjok, KM30, Jalan Kuching/Serian",Village,1,24/9/2018,30/12/2018,Sarawak,,,,
1312/18 (1000106346),Sarawak,"No. 266, Kg. Bumbok, Jalan Batu Kitang",Village,1,24/9/2018,30/12/2018,Sarawak,,,,
1298/18 (1000106345),Sarawak,"Kwsn 94-95, Lrg Samarindah Baru 4D, Taman Samarindah Kota Samarahan",Village,1,23/9/2018,30/12/2018,Sarawak,,,,
1293/18 (1000106344),Sarawak,"Kawasan Redbrigde, Batu 11, Jalan",Village,1,24/9/2018,30/12/2018,Sarawak,,,,
1290/18 (1000106343),Sarawak,"Kwsn No. 186, Lrg 5(2), Jalan Batu 7, Jalan Stakan",Village,1,23/9/2018,30/12/2018,Sarawak,,,,
1219/18 (1000106340),Sarawak,"Lorong Batu Kawa 4, Jalan Batu Kawa",Village,1,12/9/2018,12/12/2018,Sarawak,,,,
1181/18 (1000106451),Sarawak,"SK Suduk, Sungai Rusa",Village,1,28/8/2018,28/11/2018,Sarawak,,,,
1383/18 (1000106365),Sarawak,"Kwsn Padang Taman Bandar Raya, Jln Tun Hussein Onn",Village,1,4/10/2018,4/1/2019,Sarawak,,,,
1381 &1382/18 (1000106361),Sarawak,Kwsn Jln Kampung Masjid,Village,1,4/10/2018,4/1/2019,Sarawak,,,,
1380/18 (1000106358),Sarawak,"Kwsn Sk. Sungai Selad, YB 9112, KM 35, Jln Bintulu/Kuala Tatau",Village,1,4/10/2018,4/1/2019,Sarawak,,,,
1355/18 (1000106339),Sarawak,"Kawasan Majlis Bandaraya Miri, Krokop 5",Village,1,30/9/2018,30/12/2018,Sarawak,,,,
1317 & 1318/18 (1000106338),Sarawak,"Kawasan Majlis Bandaraya Miri, Miri Airport",Village,1,25/9/2018,25/12/2018,Sarawak,,,,
1314 & 1316/18 (1000106337),Sarawak,"Kawasan Bandaraya Miri, Shin Yang Plywood, Kuala Baram",Village,1,25/9/2018,25/12/2018,Sarawak,,,,
1279-1284/18 (1000106335),Sarawak,"Pejabat Kesihatan Daerah Dalat, 96300 Mukah",Village,1,19/9/2018,19/12/2018,Sarawak,,,,
1331/18 (1000106334),Sarawak,"Lot 6535, Lorong 1A-2, Desa Murni, Perma Jaya",Village,1,26/9/2018,26/12/2018,Sarawak,,,,
1218/18 (1000105861),Sarawak,"Sim Jan Tu, Batu 8 1/2, Jalan Matang",Village,1,11/9/2018,11/12/2018,Sarawak,,,,
1167/18 (1000105860),Sarawak,"Batu 9, Jalan Matang",Village,1,2/9/2018,11/12/2018,Sarawak,,,,
1163/18 (1000105859),Sarawak,"Kuarter Kim Hin, Batu 4 1/2, Jalan Kung Ping",Village,1,2/9/2018,11/12/2018,Sarawak,,,,
1146/18 (1000105858),Sarawak,Kampung Pelaman Sibulung,Village,1,28/8/2018,28/11/2018,Sarawak,,,,
1114/18 (1000105847),Sarawak,"Kang Cheng Light Industrial Estate, Batu 10, Jalan Kuap",Village,1,25/8/2018,28/11/2018,Sarawak,,,,
1048/18 (1000105846),Sarawak,"ot 346D, Batu 10, Jalan Landeh",Village,1,14/8/2018,28/11/2018,Sarawak,,,,
1105/18 (1000105845),Sarawak,"No.799, Lorong 1T Jalan Foochow",Village,1,25/8/2018,28/11/2018,Sarawak,,,,
1195/18 (1000105571),Sarawak,"Lorong 4, Jalan Stephen Yong",Village,1,9/9/2018,9/12/2018,Sarawak,,,,
1187/18 (1000105570),Sarawak,"Lot 212, Lorong 5, Batu 8 1/, Jalan Batu Kitang",Village,1,7/9/2018,9/12/2018,Sarawak,,,,
1175/18 (1000105569),Sarawak,"Lorong 3, Jalan Stakan, Kota Sentosa",Village,1,4/9/2018,9/12/2018,Sarawak,,,,
1169/18 (1000105568),Sarawak,"Lorong Desa Wira, Jalan Batu Kawa",Village,1,3/9/2018,9/12/2018,Sarawak,,,,
1168/18 (1000105567),Sarawak,"Lorong 5, Ph.2, Tabuan Tranquility",Village,1,3/9/2018,9/12/2018,Sarawak,,,,
1166/18 (1000105565),Sarawak,Taman Desa Wira,Village,1,3/9/2018,9/12/2018,Sarawak,,,,
1145/18 (1000105563),Sarawak,"No.1773, Lorong Batu 2, Jalan Rock",Village,1,30/8/2018,30/11/2018,Sarawak,,,,
1164/18 (1000105564),Sarawak,"Kampung Sudat, Lorong 9, Batu 4 1/2, Jalan Kung Ping",Village,1,31/8/2018,30/11/2018,Sarawak,,,,
1136/18 (1000105558),Sarawak,"Lot 909, Tematu Hill, Jalan Stephen Yong",Village,1,30/8/2018,30/11/2018,Sarawak,,,,
1256/18 (1000105584),Sarawak,Kawasan Pasar Malam Kapit,Village,1,14/9/2018,14/12/2018,Sarawak,,,,
1255/18 (1000105583),Sarawak,Kawasan Pasar Malam Kapit,Village,1,14/9/2018,14/12/2018,Sarawak,,,,
1254/18 (1000105582),Sarawak,Kawasan Pasar Malam Kapit,Village,1,14/9/2018,14/12/2018,Sarawak,,,,
1253/18 (1000105581),Sarawak,Kawasan Jalan Airport Lama Kapit,Village,1,14/9/2018,14/12/2018,Sarawak,,,,
1252/18 (1000105580),Sarawak,Kawasan Jalan Airport Lama Kapit,Village,1,14/9/2018,14/12/2018,Sarawak,,,,
1251/18 (1000105579),Sarawak,Kawasan Jalan Airport Lama Kapit,Village,1,14/9/2018,14/12/2018,Sarawak,,,,
1213/18 (1000105577),Sarawak,"Maljis Bandaraya Miri, Piasau Jaya",Village,1,12/9/2018,12/12/2018,Sarawak,,,,
1210/18 (1000105576),Sarawak,"Majlis Bandaraya Miri, Shell Lutong",Village,1,12/9/2018,12/12/2018,Sarawak,,,,
1180/18 (1000105575),Sarawak,"No.25, Jalan Kilang, Bintangor",Village,1,24/8/2018,24/11/2018,Sarawak,,,,
1179/18 (1000105574),Sarawak,"Jalan Teku, Kampung Bahagia Jaya 3",Village,1,5/9/2018,5/12/2018,Sarawak,,,,
1178/18 (1000105573),Sarawak,Jalan Leng Getah 5,Village,1,5/9/2018,5/12/2018,Sarawak,,,,
1176/18 (1000105572),Sarawak,Jalan Teng Chin Hua,Village,1,5/9/2018,5/12/2018,Sarawak,,,,
1140/18 (1000105562),Sarawak,SMK Ulu Layar,Village,1,28/8/2018,28/11/2018,Sarawak,,,,
1138/18 (1000105561),Sarawak,"Simpang Dabok, Layar",Village,1,28/8/2018,28/11/2018,Sarawak,,,,
1137/18 (1000105560),Sarawak,"Nanga Ajau, Layar",Village,1,29/8/2018,29/11/2018,Sarawak,,,,
1000104821,Sarawak,"Lorong 7, Taman Kali, Jalan Resak",Village,1,27/8/2018,30/11/2018,Sarawak,,,,
1103/18(f) (1000104352),Sarawak,"Lorong 8A, Batu 5, Jalan Semaba",Village,1,24/8/2018,30/11/2018,Sarawak,,,,
1102/18(f) (1000104351),Sarawak,"Lorong 3, Kampung Sungai Empit",Village,1,24/8/2018,30/11/2018,Sarawak,,,,
1099/18(f) (1000104350),Sarawak,New Express Kuching City Mall,Village,1,23/8/2018,30/11/2018,Sarawak,,,,
1097/18(f) (1000104349),Sarawak,"Lorong 4, Batu 7, Jalan Stampin",Village,1,22/8/2018,30/11/2018,Sarawak,,,,
1095/18(f) (1000104346),Sarawak,Kampung Bumbok,Village,1,22/8/2018,30/11/2018,Sarawak,,,,
1091/18(f) (1000104345),Sarawak,Stapok Utara Lorong 1,Village,1,23/8/2018,30/11/2018,Sarawak,,,,
1088/18(f) (1000104344),Sarawak,"Lorong 7G, Jalan Semaba, Batu 5",Village,1,20/8/2018,21/11/2018,Sarawak,,,,
1086/18(f) (1000104343),Sarawak,"No. 406, Jalan Batu Kawa",Village,1,21/8/2018,21/11/2018,Sarawak,,,,
1085/18(f) (1000104339),Sarawak,"Stapok, Jalan Datuk Stephen Yong, Batu Kawa",Village,1,16/8/2018,21/11/2018,Sarawak,,,,
1082/18(f) (1000104334),Sarawak,Simpang Ubah,Village,1,20/8/2018,20/11/2018,Sarawak,,,,
1081(f) (1000104332),Sarawak,"RH. Lanchum, Sungai Tengang",Village,1,20/8/2018,28/11/2018,Sarawak,,,,
1069/18(f) (1000103887),Sarawak,"Taman Lee Ling Fasa 8, Batu 4 1/2, Jalan Matang",Village,1,19/8/2018,21/11/2018,Sarawak,,,,
1029/18(f) (1000103783),Sarawak,"Lorong 17A5, Desa Wira",Village,1,11/8/2018,11/11/2018,Sarawak,,,,
1019/18(f) (1000103780),Sarawak,"Taman Yen, Jalan Nanas Barat",Village,1,9/8/2018,11/11/2018,Sarawak,,,,
886/18 (1000103784),Sarawak,Kawasan Simpang Layar,Village,1,17/7/2018,17/10/2018,Sarawak,,,,
1026/18(f) (1000103782),Sarawak,Golden Fame,Village,1,9/8/2018,10/11/2018,Sarawak,,,,
1004/18(f) (1000103619),Sarawak,"No.24, Lrg. 2, Taman Sri Borneo",Village,1,8/8/2018,11/11/2018,Sarawak,,,,
1003/18(f) (1000103618),Sarawak,"No.6, Batu 7, Taman Sri Tapang, Kota Sentosa",Village,1,6/8/2018,11/11/2018,Sarawak,,,,
VRI-006094-2018 (1000103616),Sarawak,Jalan Padungan,Village,1,31/7/2018,31/10/2018,Sarawak,,,,
VRI-006093-2018 (1000103615),Sarawak,"No. 27, Kpg. Bumbok, Jalan Batu Kitang",Village,1,30/7/2018,31/10/2018,Sarawak,,,,
VRI-006091-2018 (1000103614),Sarawak,"Kawasan Batu 6, Jalan Penrissen",Village,1,30/7/2018,31/10/2018,Sarawak,,,,
VRI-005939-2018 (1000103447),Sarawak,"Lot 434, Lorong 3, Batu 10, Jalan Cinle",Village,1,27/7/2018,31/10/2018,Sarawak,,,,
VRI-005935-2018 (1000103446),Sarawak,"Lot 5597, Ph. 2, Kuching City Mall",Village,1,23/7/2018,31/10/2018,Sarawak,,,,
VRI-005866-2018 (1000103445),Sarawak,"No. 182, Jalan Sungai Tapang",Village,1,25/7/2018,31/10/2018,Sarawak,,,,
VRI-005368-2018 (1000103441),Sarawak,"Kpg. Kopit, Sinawan, Bau",Village,1,15/6/2018,15/9/2018,Sarawak,,,,
VRI-005864-2018 (1000103444),Sarawak,"No. 407H, Lorong 11A1, Jalan Pisang Barat",Village,1,20/7/2018,20/10/2018,Sarawak,,,,
VRI-005687-2018 (1000103443),Sarawak,"No. 1085, Kenyalang Park",Village,1,20/7/2018,20/10/2018,Sarawak,,,,
VRI-005686-2018 (1000103442),Sarawak,"Cheng Ho Kuari, Jalan Batu Kawa",Village,1,19/7/2018,20/10/2018,Sarawak,,,,
VRI-005370-2018 (1000102832),Sarawak,"Batu 11, Jalan Matang",Village,1,13/7/2018,20/10/2018,Sarawak,,,,
VRI-005058-2018 (1000102831),Sarawak,"Rantau Panjang, Jalan Batu Kawa",Village,1,5/7/2018,10/10/2018,Sarawak,,,,
VRI-005057-2018 (1000102830),Sarawak,"Kampung Jerok, Simunjan, Kota Samarahan",Village,1,6/7/2018,10/10/2018,Sarawak,,,,
VRI-005056-2018 (1000102829),Sarawak,"Lrg 5A1, Taman RPR Landeh, Batu 10, Jalan Penrissen",Village,1,5/7/2018,10/10/2018,Sarawak,,,,
VRI-005055-2018 (1000102828),Sarawak,"Lrg 4A, Taman Sri Emas, Jalan Batu Kawa",Village,1,4/7/2018,10/10/2018,Sarawak,,,,
VRI-005051-2018 (1000102827),Sarawak,"Pasar Batu 10, Jalan Penrissen, Kota Padawan",Village,1,5/7/2018,10/10/2018,Sarawak,,,,
VRI-005276-2018 (1000102664),Sarawak,"Lorong 6, Jalan Stampin 6A",Village,1,11/7/2018,20/10/2018,Sarawak,,,,
VRI-004638-2018 (1000102662),Sarawak,"Kawasan Lorong 22, Taman Desa Wira",Village,1,9/7/2018,10/10/2018,Sarawak,,,,
VRI-005273-2018 (1000102661),Sarawak,"Kawasan lorong 7, Jalan Sungai Tapang",Village,1,10/7/2018,10/10/2018,Sarawak,,,,
VRI-004814-2018 (1000102660),Sarawak,Kg Tebaro,Village,1,29/6/2018,30/9/2018,Sarawak,,,,
VRI-004717-2018 (1000102021),Sarawak,"Taman Sri Segedup, Jalan Batu Kawa",Village,1,1/7/2018,10/10/2018,Sarawak,,,,
VRI-004716-2018 (1000102020),Sarawak,"10th Miles, Penrissen Road",Village,1,27/6/2018,27/9/2018,Sarawak,,,,
VRI-004540-2018 (1000102019),Sarawak,"Kampung Semeba, Jalan Penrissen",Village,1,27/6/2018,27/9/2018,Sarawak,,,,
VRI-004638-2018 (1000102018),Sarawak,"Kawasan Lorong 22, Taman Desa Wira, Batu Kawa",Village,1,26/6/2018,27/9/2018,Sarawak,,,,
VRI-004637-2018 (1000102017),Sarawak,Country Hill Apartment,Village,1,26/6/2018,27/9/2018,Sarawak,,,,
VRI-004571-2018 (1000102016),Sarawak,"Kampung Mapu kijabu,Tebakang, Jalan Mongkos",Village,1,21/6/2018,27/9/2018,Sarawak,,,,
VRI-004570-2018 (1000102015),Sarawak,"Kawasan SSPCA, Batu 61/2, Jalan Penrissen, Kota Sentosa",Village,1,25/6/2018,27/9/2018,Sarawak,,,,
VRI-004431-2018 (1000102012),Sarawak,"Jalan Pisang Barat, Off Jalan Eastern Park",Village,1,19/6/2018,27/9/2018,Sarawak,,,,
VRI-004430-2018 (1000102011),Sarawak,"Jalan Min Chung, Batu Kaa",Village,1,22/6/2018,27/9/2018,Sarawak,,,,
VRI-004429-2018 (1000102010),Sarawak,"Kampung Bratan, Jalan Puncak Borneo",Village,1,20/6/2018,27/9/2018,Sarawak,,,,
VRI-004425-2018 (1000102008),Sarawak,Kaampung Paon Gahat,Village,1,20/6/2018,27/9/2018,Sarawak,,,,
VRI-oo4428-2018 (1000102009),Sarawak,"Taman Kwong Tiong, Jalan Stephen Yong, Batu Kawa",Village,1,19/6/2018,27/9/2018,Sarawak,,,,
VRI-004562-2018 (1000102022),Perlis,Beseri,Village,1,28/6/2018,28/9/2018,Sarawak,,,,
VRI-004422-2018 (1000102007),Sarawak,"Lorong 23, Selalang, Tondong",Village,1,12/6/2018,13/9/2018,Sarawak,,,,
VRI-00416-2018 (1000102006),Sarawak,"KM0.2, Jalan Jakar, Sebangkoi",Village,1,4/6/2018,4/9/2018,Sarawak,,,,
VRI-004222-2018 (1000101312),Sarawak,"Taman Puteri Park, Lorong 3b1, Batu Kawa",Village,1,6/6/2018,7/9/2018,Sarawak,,,,
VRI-004221-2018 (1000101311),Sarawak,"No. 27, Kg. Bumbok, Jln Batu Kitang",Village,1,7/6/2018,7/9/2018,Sarawak,,,,
VRI-004201-2018 (1000101310),Sarawak,"No. 59 Jalan Kung Phin, Batu 4 1/2 Jalan Penniressen",Village,1,5/6/2018,7/9/2018,Sarawak,,,,
VRI-004200-2018 (1000101309),Sarawak,"Lot 7028, Sublot 218, Phase 2 Malihah Jaya, Jalan Matang",Village,1,6/6/2018,7/9/2018,Sarawak,,,,
VRI-004080-2018 (1000101307),Sarawak,"No. 43, batu 15, Jalan Puncak Borneo",Village,1,3/6/2018,7/9/2018,Sarawak,,,,
VRI-004079-2018 (1000101306),Sarawak,"Kawasan Kg. Kudei, Jalan Nanas Barat",Village,1,1/6/2018,7/9/2018,Sarawak,,,,
VRI-004065-2018 (1000101308),Sarawak,"No. 10, Kg. Lachau Cina",Village,1,1/6/2018,1/9/2018,Sarawak,,,,
VRI-004078-2018 (1000101305),Sarawak,"Kawasan Kg. Serayan Baru, Lundu",Village,1,28/5/2018,29/8/2018,Sarawak,,,,
VRI-004212-2018 (1000101206),Perlis,"Kampung Batu 2, Jalan Kaki Bukit",Village,1,7/6/2018,8/9/2018,Sarawak,,,,
VRI-003896-2018 (1000100933),Sarawak,"No.33, Jalan Pisang Barat",Village,1,29/5/2018,29/8/2018,Sarawak,,,,
VRI-003895-2018 (1000100932),Sarawak,"Kawasan Kuartes Bank Seed, Sarawak Forestry",Village,1,28/5/2018,29/8/2018,Sarawak,,,,
VRI-003894-2018 (1000100931),Sarawak,Kampung Bobak Sejinjang,Village,1,26/5/2018,29/8/2018,Sarawak,,,,
VRI-003893-2018 (1000100929),Sarawak,"Kawasan RCBM, Jalan Puncak Borneo",Village,1,25/5/2018,29/8/2018,Sarawak,,,,
VRI-003366-2018 (1000100649),Sarawak,"Kawasan Jalan Chong Jin Kong, Batu Kawa",Village,1,14/5/2018,14/8/2018,Sarawak,,,,
VRI-003364-2018 (1000100648),Sarawak,Kawasan Kedai Foo Shan Trading,Village,1,11/5/2018,14/8/2018,Sarawak,,,,
VRI-003363-2018 (1000100647),Sarawak,"Lorong 6A, Batu 5, Jalan Semaba",Village,1,11/5/2018,14/8/2018,Sarawak,,,,
VRI-003359-2018 (1000100645),Sarawak,"Batu 10, Jalan Penrissen",Village,1,5/5/2018,14/8/2018,Sarawak,,,,
VRI-003355-2018 (1000100644),Sarawak,Taman Desa wira,Village,1,5/5/2018,14/8/2018,Sarawak,,,,
VRI-003133-2018 (1000100642),Sarawak,Kampung Pinang Jawa,Village,1,30/4/2018,30/7/2018,Sarawak,,,,
VR-003088-2018 (1000100213),Sarawak,Kpg Bugu Mawang,Village,1,24/4/2018,30/7/2018,Sarawak,,,,
VRI-003089-2018 (1000100212),Sarawak,"Kpg Sri Arjuna, Batu 12, Jalan Penrissen",Village,1,23/4/2018,30/7/2018,Sarawak,,,,
VRI-003047-2018 (1000099935),Sarawak,"Kampung Jenan, Jalan Baki Riih",Village,1,18/4/2018,30/7/2018,Sarawak,,,,
VRI-002404-2018 (1000099646),Sarawak,"Lrg. 4, Taman Dusun Indah, Jalan Sejijak",Village,1,7/4/2018,7/7/2018,Sarawak,,,,
VRI-002406-2018 (1000099645),Sarawak,"No.46 dan No.276, Jalan Sin San Tu, Jalan Batu Kawa",Village,1,6/4/2018,7/7/2018,Sarawak,,,,
VRI-002402-2018 (1000099644),Sarawak,"Lrg. 176, Taman Sukma",Village,1,4/4/2018,7/7/2018,Sarawak,,,,
VRI-002247-2018 (1000099642),Sarawak,"Taman Borneo Height, Batu 11, Jalan Puncak Borneo",Village,1,2/4/2018,7/7/2018,Sarawak,,,,
VRI-002251-2018 (1000099643),Sarawak,"Lorong Matang Jaya 5, Taman Matang Jaya",Village,1,31/3/2018,30/6/2018,Sarawak,,,,
vri-002246-2018 (1000099641),Sarawak,"Kg Bayor, batu 57, Jalan Kuching/Sri Aman, balai Ringin",Village,1,30/3/2018,30/6/2018,Sarawak,,,,
VRI-002066-2018 (1000099636),Sarawak,"Kp Sinibong Singai, Bau",Village,1,26/3/2018,30/6/2018,Sarawak,,,,
VRI-002068-2018 (1000099633),Sarawak,"Tondong, Bau",Village,1,24/3/2018,30/6/2018,Sarawak,,,,
vri-002067-2018 (1000099632),Sarawak,"Kg. Spaoh, Engkabang, Simunjang",Village,1,24/3/2018,30/6/2018,Sarawak,,,,
vri-002065-2018 (1000099629),Sarawak,"Blok 9, Jalan Taman Kim Pang, Off Jalan Batu Kawa, Matang",Village,1,22/3/2018,30/6/2018,Sarawak,,,,
VRI-001840-2018 (1000099627),Sarawak,"Lot 552, Jalan Angsana",Village,1,17/3/2018,17/6/2018,Sarawak,,,,
VRI-001839-2018 (1000099622),Sarawak,"No.106, Batu 11, Jalan Matang",Village,1,17/3/2018,17/6/2018,Sarawak,,,,
VRI-001837-2018 (1000099621),Sarawak,Kg Paon Gahat,Village,1,15/3/2018,17/6/2018,Sarawak,,,,
VRI-001803-2018 (1000099332),Sarawak,"Kawasan Institut Pertanian Sarawak,Semongok",Village,1,13/3/2018,17/6/2018,Sarawak,,,,
VRI-001802-2018 (1000099331),Sarawak,"No. 136, Jalan Sg. Maong Hilir",Village,1,14/3/2018,17/6/2018,Sarawak,,,,
VRI-001799-2018 (1000099324),Sarawak,Kawasan Jalan SJK Chung Hua Sejijak A,Village,1,8/3/2018,8/6/2018,Sarawak,,,,
VRI-001593-2018 (1000099323),Sarawak,"No. 269, Jalan Min Chung, Loti Kong",Village,1,5/3/2018,8/6/2018,Sarawak,,,,
VRI-001801-2018 (1000099327),Sarawak,"No.256, Kpg. Sg. Pinang Sinawan",Village,1,14/3/2018,15/6/2018,Sarawak,,,,
VRI-001465-2018 (1000098916),Sarawak,"Jalan Mamin A, No. 425, Jalan Matang",Village,1,4/3/2018,8/6/2018,Sarawak,,,,
VRI-001461-2018 (1000098914),Sarawak,"Lorong 3, Jalan Kpg, Segubang, Bau",Village,1,28/2/2018,28/5/2018,Sarawak,,,,
VRI-001153-2018 (1000098913),Sarawak,"No. 20, Tondong, Bau",Village,1,15/2/2018,15/5/2018,Sarawak,,,,
VRI-001464-2018 (1000098915),Sarawak,"Bt. 68, Jalan Kuching - sri Aman",Village,1,28/2/2018,29/5/2018,Sarawak,,,,
VRI-001223-2018 (1000098657),Sarawak,"Lorong 11A, Taman Malihah",Village,1,2/3/2018,8/6/2018,Sarawak,,,,
VRI-001157-2018 (1000098656),Sarawak,"Jalan Nanas Barat, Lorong Eastern park",Village,1,22/2/2018,28/5/2018,Sarawak,,,,
VRI-000907-2018 (1000098174),Sarawak,Kawasan Jalan Kim Choo Sin,Village,1,12/2/2018,15/5/2018,Sarawak,,,,
VRI-000904-2018 (1000098172),Sarawak,"Tuai Rumah Jaban anak Uja, Kg. Kerangan Jaya",Village,1,12/2/2018,15/5/2018,Sarawak,,,,
VRI-000902-2018 (1000098171),Sarawak,"Taman Moyan 2, Jalan Batu Kawa",Village,1,9/2/2018,9/5/2018,Sarawak,,,,
VRI -000688-2018 (1000098170),Sarawak,"Taman Hillside, Jalan Sg. Tengah, Matang",Village,1,2/2/2018,9/5/2018,Sarawak,,,,
VRI-000684-2018 (1000098169),Sarawak,"Lrg. 2, Sg. Tengah, Jalan Matang",Village,1,1/2/2018,9/5/2018,Sarawak,,,,
VRI-000905-2018 (1000098173),Sarawak,Kg. Kerangan Baru,Village,1,10/2/2018,8/5/2018,Sarawak,,,,
